surnames,frequency_first,frequency_second,frequency_both
MORTENSEN,74,36,..
PICANYOL,74,35,..
SPADA,74,34,..
KAIRA,74,33,12
BRUNETTI,74,33,..
CUBER,74,33,..
GAVRILOVA,74,32,..
SANTAMATILDE,74,32,..
SARTORIO,74,32,..
BOUZAID,74,31,..
IMRANI,74,31,..
LIND,74,31,..
CAPOBIANCO,74,30,..
HANINE,74,30,..
HIJAZI,74,28,..
ENGLISH,74,27,..
CHANDNANI,74,26,13
MARTINEZ FRESNEDA,74,26,..
MEUNIER,74,26,..
MOUKRIM,74,26,..
FAUST,74,25,..
OFKIR,74,25,..
SEBASTIAN DE ERICE,74,25,..
EL BARDOUNI,74,24,12
BENABOUD,74,24,..
BRAMBILLA,74,24,..
MOUBARIK,74,22,..
SOULIMANI,74,22,..
TANTAOUI,74,21,6
FATTAH,74,21,..
TOSI,74,21,..
UNGER,74,21,..
BELHOUARI,74,20,..
COYLE,74,20,..
KELLNER,74,20,..
KORNER,74,20,..
LAZRAG,74,20,..
OSADOLOR,74,20,..
TOURI,74,20,..
FIELDING,74,19,..
HACHEM,74,19,..
KOENIG,74,19,..
EL OUAAZIZI,74,18,..
LASGAA,74,18,..
NAJIH,74,18,..
SAKI,74,18,..
ZOUHIR,74,18,..
EL HAHAOUI,74,17,7
EL FAILALI,74,17,..
MELLAH,74,17,..
MIRZOYAN,74,17,..
RABIA,74,17,..
AZZA,74,16,..
BENMANSOUR,74,16,..
JAVID,74,16,..
BUCHHOLZ,74,15,..
DORAN,74,15,..
KHADIR,74,15,..
AMARKI,74,14,7
BOULAYOUN,74,14,..
DANILOVA,74,14,..
DI MAURO,74,14,..
EL HAMOUTI,74,13,..
MIRONOVA,74,13,..
BOZHIDAROVA,74,12,..
TARASOVA,74,12,..
EL BOUCHIKHI,74,10,..
STELIAN,74,10,..
COSTINAS,74,9,..
IVERSEN,74,9,..
WHITAKER,74,9,..
BRITTON,74,8,..
ABDELALI,74,7,..
ANGELESCU,74,7,..
BOWMAN,74,7,..
HAYWOOD,74,7,..
MCCABE,74,7,..
TOVMASYAN,74,7,..
BONTEA,74,6,..
GOUAL,74,6,..
BREZEANU,74,5,..
IGNA,74,5,..
LOUIZI,74,5,..
OPRITA,74,5,..
VOICILA,74,5,..
BLAJAN,74,..,..
BULEANDRA,74,..,..
CHIRCU,74,..,..
CIBU,74,..,..
CUCIUREANU,74,..,..
HSSINI,74,..,..
KURASBEDIANI,74,..,..
LASLAU,74,..,..
LEANCA,74,..,..
MAICAN,74,..,..
MARIKO,74,..,..
MARTYNYUK,74,..,..
MUDASSAR,74,..,..
NEATU,74,..,..
STOEAN,74,..,..
DE LOS COBOS,73,124,..
SAGASTUY,73,121,5
URREZ,73,114,..
BELERDA,73,111,..
GUIJEÑO,73,110,..
MALONDRA,73,109,..
IROZ,73,106,..
ASCON,73,105,..
SINCHE,73,105,..
CORRIUS,73,103,..
RUFACH,73,103,..
PORCELL,73,102,..
ESTRADES,73,100,..
ESPIERREZ,73,96,..
SOCIATS,73,96,..
BERBERANA,73,95,..
ISEQUILLA,73,95,..
MONELOS,73,95,..
COELLO DE PORTUGAL,73,94,..
MARTIN DE OLIVA,73,93,..
CON,73,92,..
USABEL,73,91,..
VISUÑA,73,91,..
BRUÑEN,73,90,..
VIROLA,73,90,..
LARROCEA,73,89,..
MOSTOLES,73,89,..
RAJADEL,73,89,..
DUS,73,88,..
RABADA,73,88,..
MARTIN GRANDE,73,87,..
OURIAGHLI,73,87,..
SAQUERO,73,87,..
COLLAHUAZO,73,85,..
MARIÑOSO,73,85,..
AZCARGORTA,73,84,..
GAMUZ,73,84,..
GERMOSEN,73,84,..
BUGUEIRO,73,83,..
AUTILLO,73,81,..
ORNAT,73,81,..
ZOLLE,73,81,..
DEL REINO,73,80,..
FARAUDO,73,80,..
ORONS,73,80,..
BOGAZ,73,79,..
JIJON,73,78,..
SAQUES,73,77,..
PILAS,73,76,6
BANAL,73,76,..
IRRAZABAL,73,76,..
ADRAN,73,75,6
CABALAR,73,75,..
CUMBAL,73,75,..
GARCIA ORTEGA,73,75,..
TRELL,73,75,..
ESMERALDAS,73,74,5
ETXARTE,73,74,..
GRIJELMO,73,74,..
HITAR,73,74,..
MANCHENO,73,73,..
URCIA,73,73,..
BERTRANA,73,72,..
CAZALLO,73,72,..
GILCES,73,72,..
PUIGNERO,73,72,..
VILEMA,73,72,..
APASTEGUI,73,71,..
CORRESA,73,71,..
ROGERIO,73,71,..
SALELLES,73,71,..
PUJOS,73,70,..
EGUIAGARAY,73,69,..
FRUITOS,73,69,..
PACHAS,73,69,..
ROSTAN,73,69,..
DEL YELMO,73,68,..
ISCLA,73,68,..
PILICITA,73,68,..
SARRAU,73,68,..
ULAYAR,73,68,..
ARGUINZONIZ,73,67,..
GERVASO,73,67,..
GURRIARAN,73,67,..
LLARI,73,67,..
TORREALDEA,73,67,..
BENCOSME,73,66,..
TUBET,73,66,..
TIXICURO,73,65,6
BOL,73,65,..
ALBURQUEQUE,73,64,..
AVELAR,73,64,..
CAMARMA,73,64,..
CAYCHO,73,64,..
CEDAZO,73,64,..
ESPILA,73,64,..
AMAGUAYA,73,63,..
ARCALA,73,63,..
ARMAOLEA,73,63,..
BULDO,73,63,..
GRANER,73,63,..
PARADES,73,63,..
BENDAYAN,73,62,..
GUARQUE,73,61,..
MANAUT,73,61,..
PERNAUT,73,61,..
RODRIGUEZ MALO,73,61,..
FURNE,73,60,..
MORIAN,73,60,..
MARNOTES,73,59,5
DEBDI,73,59,..
MAUDOS,73,59,..
NERIDA,73,59,..
SERRADESANFERM,73,59,..
ANTORAL,73,58,..
FERNANDEZ CUESTA,73,58,..
MASAS,73,58,..
UBALS,73,58,..
MATHIAS,73,57,..
ULAZIA,73,57,..
BERRADRE,73,56,..
OROBAL,73,56,..
GUTIERREZ DE ROZAS,73,55,6
JAQUET,73,55,..
MENDIRI,73,55,..
SAMBLANCAT,73,55,..
SANDOICA,73,54,..
BURIA,73,53,..
CULSAN,73,53,..
CERDIDO,73,52,..
MUÑOZ DE LA TORRE,73,52,..
SOTUELA,73,52,..
VEJARANO,73,52,..
GONZALEZ DE SAN ROMAN,73,51,6
ALMUNI,73,51,..
BENGUEREL,73,51,..
SUCASAS,73,51,..
CAZ,73,50,6
ACASO,73,50,..
ARTIS,73,50,..
FAZANES,73,49,..
FOIXENCH,73,49,..
MIANO,73,49,..
MONTOBBIO,73,49,..
BANGA,73,48,..
FERNANDEZ VEGUE,73,48,..
HATHIRAMANI,73,47,19
BELMAN,73,47,..
CID DE RIVERA,73,47,..
LEJARAZU,73,47,..
MALLAVIA,73,47,..
SARASKETA,73,47,..
MIGUEL DEL CORRAL,73,46,10
CRISTOS,73,46,..
LIZAR,73,46,..
VIQUEZ,73,46,..
ERREJON,73,45,..
JACOMET,73,45,..
LANZAN,73,45,..
YARA,73,44,..
CHECO,73,43,..
DE MATO,73,42,..
HOANG,73,42,..
MARINKOVIC,73,42,..
PORTAVELLA,73,42,..
MIKO,73,41,..
YRUELA,73,41,..
IRAZABALBEITIA,73,40,..
RUIZ DEL ARBOL,73,40,..
GRAZIANI,73,39,..
MARTINEZ DE LIZARRONDO,73,39,..
SELL,73,38,..
GARCIA MELGARES,73,37,..
RABE,73,37,..
YORK,73,33,..
PERY,73,32,..
PARISH,73,31,..
ALEXANDROVA,73,30,..
BALALA,73,30,..
RODRIGUEZ PIÑERO,73,30,..
NAZIH,73,29,..
PAOLI,73,28,..
ROST,73,28,..
SCHUTZ,73,27,..
ASANOVA,73,26,..
ATIK,73,26,..
PAVAN,73,26,..
GERLACH,73,25,..
JOUHRI,73,25,..
NOLTE,73,25,..
ROMER,73,25,..
ALEXANDROV,73,24,..
BERTON,73,24,..
MAI,73,24,..
PIERCE,73,24,..
STEFANI,73,24,..
LABIED,73,23,..
MATHE,73,23,..
NAPOLI,73,23,..
SINGER,73,23,..
MAKSIMOVA,73,21,..
ACHOURAGH,73,20,..
EL KHALFAOUI,73,20,..
DREW,73,19,..
KACIMI,73,19,..
MARENA,73,19,..
BERTOLINI,73,18,..
BETTI,73,18,..
BURIAN,73,18,..
KARMAOUI,73,18,..
GLASER,73,17,..
GREENE,73,17,..
MESZAROS,73,17,..
BALLARD,73,16,..
BELABBES,73,16,..
EL MAKHTARI,73,16,..
HAJJAMI,73,16,..
ADMI,73,15,..
CAMPAGNA,73,15,..
ABDELLI,73,14,..
EL JEBARY,73,14,..
HERTA,73,14,..
KAZI,73,13,..
MUSAH,73,13,..
DABROWSKI,73,12,..
DE HAAN,73,12,..
EVGENIEVA,73,12,..
STANTON,73,12,..
COWLEY,73,11,..
HAFSI,73,11,..
MARIYANOVA,73,11,..
RUTHERFORD,73,11,..
SUWAREH,73,11,..
AIT BRAHIM,73,10,..
AMADOU,73,10,..
KOZMA,73,10,..
OUASSOU,73,10,..
BUICA,73,9,..
LAAOUAJ,73,9,..
LARION,73,9,..
CHILDS,73,8,..
OVIAWE,73,8,..
GENG,73,7,..
KEANE,73,7,..
KHIAR,73,7,..
OUADAH,73,7,..
BHALIL,73,6,..
BRIDGES,73,5,..
JAKAB,73,5,..
OAKLEY,73,5,..
VLADUT,73,5,..
ARMEANU,73,..,..
BESLIU,73,..,..
CIUPE,73,..,..
CUREA,73,..,..
DASCAL,73,..,..
EL FAKROUNI,73,..,..
MEDELEANU,73,..,..
PETRARIU,73,..,..
SHEHZAD,73,..,..
TEODOR,73,..,..
ZAHAN,73,..,..
NZANG,72,174,..
LAHOYA,72,119,..
SACON,72,118,..
ESTEIRO,72,110,..
PENTINAT,72,110,..
BARBAO,72,109,..
YACELGA,72,106,..
IBAÑEZ DE GAUNA,72,105,..
NAIXES,72,100,..
MODRON,72,99,..
CASAHUGA,72,98,..
ALBUGER,72,97,..
UNGO,72,96,..
DEL CUADRO,72,95,..
PASCUAL MUERTE,72,95,..
DEL CUERPO,72,94,..
ETERO,72,92,..
MATARRUBIA,72,92,..
ORBIS,72,92,..
CALLER,72,91,..
EMBEITA,72,91,..
ESOJO,72,91,..
VILARNOVO,72,91,..
CARRALCAZAR,72,90,..
PRISUELOS,72,90,..
DACOBA,72,89,..
FERNANDEZ VILLA,72,89,..
OYUELA,72,86,..
FINESTRA,72,85,..
MAYDEU,72,85,..
SANTA ISABEL,72,84,..
AHMED SALEM,72,83,..
REVENTUN,72,82,..
ROIGET,72,82,..
VIGAS,72,81,..
RAIGOSA,72,80,..
LLEBOT,72,79,..
MORENO CHOCANO,72,79,..
VILLARIG,72,79,..
ARNIELLA,72,78,..
MARTINEZ DE PISON,72,78,..
ROSSEL,72,78,..
TORRADEFLOT,72,78,..
VIETA,72,78,..
BUÑOLA,72,77,..
CATARECHA,72,77,..
PIÑER,72,77,..
AVENZA,72,76,..
EREÑA,72,76,..
GAMOTE,72,76,..
GUARI,72,76,..
RUTETE,72,76,..
ABRODOS,72,75,..
ALSIUS,72,75,..
COMPAÑON,72,75,..
GRUSTAN,72,75,..
ROGES,72,75,..
SANCHEZ BIEZMA,72,75,..
CASASAMPERE,72,74,..
FETER,72,74,..
ORRIO,72,74,..
CUNDIN,72,73,..
GALLUES,72,73,..
ARINES,72,72,..
CIBANTOS,72,72,..
MARTIN DE SOTO,72,72,..
POTOSI,72,72,..
BORNAO,72,71,..
DIAZ CACHO,72,71,..
SANCHEZ ARANZUEQUE,72,71,..
ALET,72,70,..
AMETLLA,72,70,..
CASALOD,72,70,..
LACERA,72,70,..
XAMPENY,72,70,..
LOPEZ TAPIA,72,69,..
PORE,72,69,..
AIGUABELLA,72,68,..
AYUSO MORALES,72,68,..
BECI,72,68,..
DE LOS HEROS,72,68,..
ALMENGLO,72,67,..
EITOR,72,67,..
TRAMON,72,67,..
ADIN,72,66,..
ASBERT,72,66,..
CHEJ,72,66,..
CENARRO,72,65,..
FRESAN,72,65,..
NERGA,72,65,..
SALAYET,72,65,..
VALLMAJOR,72,65,..
ARIETA ARAUNABEÑA,72,64,..
CLAVERIE,72,64,..
DE LA PENA,72,64,..
GARALDE,72,64,..
MAURY,72,64,..
MESSIAS,72,64,..
OLOZABAL,72,64,..
PERILLA,72,64,..
QUIMBITA,72,63,5
CARCERENY,72,63,..
TOMASENA,72,63,..
TUZON,72,63,..
JEMES,72,62,..
PIGNE,72,62,..
LORIGUILLO,72,61,5
ASSENS,72,61,..
FAGIL,72,61,..
SOLANELLES,72,61,..
VAYREDA,72,61,..
ALMAHANO,72,60,..
LUCIO VILLEGAS,72,60,..
AMAGAT,72,59,..
DE FUENTE,72,58,..
EIREOS,72,58,..
LASPIUR,72,58,..
PADORNO,72,58,..
VIZ,72,58,..
APALATEGI,72,57,..
RAINDO,72,57,..
SOBERINO,72,57,..
BELTRAN DE OTALORA,72,56,..
CASOLA,72,56,..
PETANAS,72,56,..
REIGIA,72,56,..
TARDAJOS,72,56,..
GARCIA DE DIOS,72,55,..
GORBEÑA,72,55,..
ALEIXENDRI,72,54,..
FRANC,72,54,..
MIRAYO,72,54,..
VENERA,72,54,..
VILLASANTI,72,54,..
ESPAR,72,53,..
LINOS,72,53,..
ROSALEÑ,72,53,..
SOLLO,72,53,..
CHAMBORRO,72,51,..
COUREL,72,51,..
EL HASSAN,72,51,..
MARIA DOLORES,72,51,..
PEREZ DE LA CRUZ,72,51,..
SAN HONORIO,72,51,..
BERACIERTO,72,50,..
CAMPODARBE,72,50,..
LACADENA,72,50,..
MAJUA,72,50,..
MARTIALAY,72,50,..
TONCHEV,72,50,..
AZUERO,72,49,5
FERNANDEZ VALDES,72,49,..
LOPEZ QUINTANA,72,49,..
PINEROS,72,49,..
BAZTERRICA,72,48,..
LAUZARA,72,47,..
MUQUINCHE,72,46,..
GIRONDO,72,45,..
OLGOSO,72,45,..
KANEVA,72,44,..
SANCHEZ BARROSO,72,44,..
SENISE,72,44,..
FILIPPI,72,42,..
IZURZA,72,42,..
BRIÑEZ,72,41,..
SONGEL,72,41,..
VIGALONDO,72,41,..
SLIMAN,72,40,..
VILARIN,72,39,8
CARABELLA,72,39,..
LOPEZ HUERTAS,72,39,..
MALAN,72,39,..
AKIZU,72,38,..
DAVIDOV,72,37,..
DRAGON,72,37,..
ROLAND,72,37,..
STURM,72,34,..
TAYIBI,72,34,..
ZAMA,72,34,..
CHAVER,72,33,..
ESQUIS,72,33,..
LAMSIAH,72,33,..
GODIN,72,32,..
HYUSEIN,72,32,..
DANCHEV,72,31,..
BASTER,72,30,..
GUARDI,72,29,..
VILLAU,72,28,..
AKARKACH,72,27,..
BUHLER,72,27,..
SORGA,72,26,..
YUSEINOVA,72,26,..
DAMOUN,72,25,..
AJDID,72,24,..
AOUAM,72,24,..
MELIANI,72,24,..
AIKAR,72,23,6
FLANAGAN,72,23,..
BHUIYAN,72,22,..
SAFSAFI,72,21,6
BACHAR,72,21,..
EL LOUAH,72,21,..
SEIFERT,72,21,..
RIYANI,72,20,..
BOUCHRIT,72,19,..
FORREST,72,19,..
NOSA,72,19,..
WELSH,72,19,..
ARIB,72,18,6
GEIGER,72,18,..
KACZMAREK,72,18,..
BERCHI,72,16,..
HOFF,72,16,..
KHALIQ,72,16,..
MERZOUGUI,72,16,..
ROHR,72,16,..
STOCKER,72,16,..
TAAOUATI,72,16,..
AAZZOUZ,72,15,..
AIT MOUSSA,72,15,..
BATEMAN,72,15,..
EL MAGHRAOUI,72,14,..
MAKARENKO,72,14,..
HACHLAF,72,13,..
KADAOUI,72,13,..
SABOUR,72,13,..
AKAOUCH,72,12,..
FENTON,72,12,..
MOUSTAID,72,12,..
SALTER,72,12,..
DAHAK,72,11,..
EL ORCHE,72,11,..
ERROSSAFI,72,11,..
LANCASTER,72,11,..
THAKUR,72,11,..
BERRAG,72,10,..
POST,72,10,..
AIT AISSA,72,9,..
GNINGUE,72,9,..
HATTON,72,9,..
PLAMADEALA,72,9,..
AWAIS,72,8,..
MCCORMACK,72,8,..
SALAMON,72,8,..
SUTA,72,8,..
WARIS,72,8,..
AVRAMESCU,72,7,..
CROITOR,72,7,..
LACEY,72,7,..
TUFAIL,72,7,..
VIERIU,72,7,..
BOUABDALLAH,72,6,..
LIPAN,72,6,..
MIHAESCU,72,6,..
RACOVITA,72,6,..
SAWYER,72,6,..
VASS,72,6,..
BOGHIAN,72,5,..
BUIA,72,5,..
ORJI,72,5,..
SHIELDS,72,5,..
STANISLAVOV,72,5,..
TACU,72,5,..
APOPEI,72,..,..
BOLDEA,72,..,..
BORCA,72,..,..
CARAMAN,72,..,..
DIOSAN,72,..,..
DRAGUS,72,..,..
FAHCHOUCH,72,..,..
FEDORIV,72,..,..
IANCAU,72,..,..
JADIANI,72,..,..
KENDALL,72,..,..
LAPUSAN,72,..,..
LEMNARU,72,..,..
MAGUREAN,72,..,..
MARCULESCU,72,..,..
MEREDITH,72,..,..
MIKLOS,72,..,..
MIRITA,72,..,..
MUTHI,72,..,..
NITULESCU,72,..,..
ROBBINS,72,..,..
SLABU,72,..,..
SMARANDA,72,..,..
TAITAI,72,..,..
TALPOS,72,..,..
TUDORIE,72,..,..
INDACOECHEA,71,130,..
RONTOME,71,118,..
DUCLOS,71,107,..
TENEMAZA,71,107,..
ARMUÑA,71,106,..
URQUIRI,71,105,..
NOFRE,71,103,..
LOA,71,102,..
SENANTE,71,102,..
AZUETA,71,99,..
PEREZ DE ONRAITA,71,98,..
PARIONA,71,97,..
FRIAZA,71,94,..
RESTITUYO,71,88,..
SUARES,71,88,..
VIDOY,71,88,..
AVIAL,71,87,..
RECTORET,71,87,..
FARRAPEIRA,71,86,..
MOURULLO,71,86,..
ABANSES,71,85,..
LAHCEN,71,85,..
PENADO,71,85,..
RUIZ DE ADANA,71,85,..
ARGILA,71,84,..
BUTJOSA,71,83,..
CIARRUSTA,71,83,..
PALLOL,71,83,..
DE PAIVA,71,82,..
LANSAQUE,71,82,..
PESTONIT,71,82,..
SAEZ DE CAMARA,71,82,..
GRABOLOSA,71,81,..
AIZPIOLEA,71,80,..
ANTIMASBERES,71,80,..
BARGOS,71,80,..
FORMENTIN,71,79,..
HERMOGENES,71,79,..
NORDELO,71,79,..
RISCADO,71,79,..
SANSINENEA,71,79,..
BARDELLA,71,78,..
ORENSE,71,78,..
SERVITJA,71,78,..
VEZA,71,78,..
ESCRICHS,71,77,..
LLOSCOS,71,77,..
GUARNE,71,76,..
MARLET,71,76,..
OTAOLAURRUCHI,71,76,..
TELLAETXE,71,76,..
ESCALLADA,71,75,..
ESTORCH,71,75,..
GARAIGORDOBIL,71,75,..
OSTIO,71,74,..
QUEBRADA,71,74,..
RAUET,71,74,..
AZPIOLEA,71,73,..
CAY,71,73,..
FRAGERO,71,73,..
GINORY,71,73,..
GORDOBIL,71,73,..
MARTINEZ DE IRUJO,71,73,..
CLE,71,72,..
DAVILA PONCE DE LEON,71,72,..
GAUSI,71,72,..
PEREZ DEL MOLINO,71,72,..
ALBERRUCHE,71,71,..
BAUDOT,71,71,..
ROVIROLA,71,71,..
SANCHEZ BLANCO,71,71,..
CANALO,71,70,..
COYO,71,70,..
LLORENT,71,69,..
CAMPASOL,71,68,..
ARRUIZ,71,67,..
DE COMINGES,71,67,..
ESTOQUERA,71,67,..
HIJES,71,67,..
MANOSALVA,71,67,..
NERVION,71,67,..
TEULE,71,67,..
SOFIN,71,66,..
ACHOTEGUI,71,65,..
CASTANYS,71,65,..
D'OLEO,71,65,..
DE VILLAR,71,65,..
SERVITJE,71,65,..
BERNIZ,71,64,..
MIGAL,71,64,..
VILARROYA,71,64,..
LATOUR,71,63,..
LEBREDO,71,63,..
PEÑAFUERTE,71,63,..
CAMINALS,71,62,..
PERAT,71,62,..
ALASCIO,71,61,..
FRONTANA,71,61,..
INAREJO,71,61,..
IRACULIS,71,61,..
OITABEN,71,61,..
SALDIVIA,71,61,..
LACHA,71,60,..
ORTIZ DE APODACA,71,60,..
VENTALLO,71,60,..
VISIGA,71,60,..
LLAVORI,71,59,..
SENAO,71,59,..
SIVILLA,71,59,..
FUENTEMILLA,71,58,6
CANTONS,71,58,..
FRISA,71,58,..
IGAREDA,71,58,..
OFICIAL,71,58,..
MARGUI,71,57,..
TOMBILLA,71,57,..
DE GUINDOS,71,56,..
PIÑOT,71,56,..
PONCET,71,56,..
COBEÑAS,71,55,..
PUIGJANER,71,55,..
BELGRANO,71,54,..
CRESPIERA,71,53,..
MANTIS,71,53,..
REHUES,71,53,..
RUILOPEZ,71,53,..
ZHUNAULA,71,53,..
DAMYANOV,71,52,..
DE PALOL,71,52,..
DUFUR,71,52,..
JIBAJA,71,52,..
PARISE,71,52,..
RIOPEREZ,71,52,..
SIBECAS,71,52,..
TULCAN,71,52,..
CAMES,71,51,..
GORGORI,71,51,..
MAHOU,71,51,..
DE EVAN,71,50,..
RODANES,71,50,..
SERREJON,71,50,..
BENEDITED,71,49,..
LLOVO,71,49,..
MARTRAT,71,49,..
FAMA,71,48,..
PECES BARBA,71,48,..
ALCALA GALIANO,71,47,..
AYUS,71,47,..
MIRAD,71,47,..
RUIZ CASTELLANOS,71,47,..
BATCHILLY,71,46,6
CARTAN,71,46,..
SANTARRUFINA,71,44,..
BARROBES,71,43,..
ELSON,71,43,..
OSSES,71,43,..
JAR,71,42,..
MAILLARD,71,42,..
BERBIA,71,41,..
DONADO MAZARRON,71,41,..
NEUPAVERT,71,41,..
DAPICA,71,40,..
TOMENO,71,39,..
APOSTOLOVA,71,38,..
DE RIBOT,71,38,..
GARCIA DE CECA,71,38,..
JUMA,71,38,..
PILLASAGUA,71,38,..
APOSTOLOV,71,37,..
BALLARENA,71,37,..
DIAZ PACHE,71,37,..
LARRASOAÑA,71,37,..
MATUTES,71,36,..
GASTAÑARES,71,35,..
POGGI,71,35,..
RIEGER,71,34,..
ANGUELOV,71,33,..
DAHA,71,33,..
MAREGIL,71,33,..
MARQUEZ DE LA PLATA,71,33,..
EL FERJANI,71,32,5
DIAZ GUARDAMINO,71,32,..
JAUSET,71,32,..
BONACHIA,71,31,..
MONTANARI,71,30,..
GOMEZ REINO,71,28,..
KEARNEY,71,28,..
AHOUARI,71,27,..
DINKOV,71,27,..
SAADOUNI,71,27,..
ACHHAB,71,26,..
BENAJIBA,71,26,..
GOTANEGRA,71,26,..
KOHL,71,26,..
LAABOUDI,71,26,..
DE ISUSI,71,25,..
GIUDICE,71,25,..
TOUSSAINT,71,24,..
CHARPENTIER,71,23,..
KORAICHI,71,23,..
BLOCH,71,22,..
HARROUCH,71,22,..
MILOUDI,71,22,..
ROUAS,71,22,..
SAADANI,71,22,..
JANNEH,71,21,..
REITER,71,21,..
BELALI,71,20,..
THIELE,71,20,..
BERGMAN,71,19,..
CERUTTI,71,19,..
CHAARI,71,19,..
EL AYOUBI,71,19,..
MAHROUG,71,19,..
STAHL,71,19,..
AKKAOUI,71,18,..
CHABAB,71,18,..
YAGOUB,71,18,..
ASSILA,71,17,..
MENSSOURI,71,15,7
BELKHADIR,71,15,..
STEPANOV,71,15,..
GOLD,71,14,..
HAINES,71,14,..
KARA,71,14,..
POLYAKOVA,71,14,..
BARBATO,71,13,..
EL BARNAOUI,71,13,..
EL HANA,71,13,..
HEIM,71,13,..
MOURCHID,71,13,..
OCHAN,71,13,..
TAGUI,71,12,5
ALILOUCH,71,12,..
AOULAD ALI,71,12,..
DEM,71,12,..
DEVINE,71,12,..
KHARROUBI,71,12,..
TAOUFIQ,71,12,..
BLOCK,71,11,..
BORRELLI,71,11,..
BOUGHRARA,71,11,..
CALDARE,71,11,..
HOURI,71,11,..
MAJDI,71,11,..
MARCINIAK,71,11,..
MALLALI,71,10,..
OUSMANE,71,10,..
PONOMARENKO,71,10,..
VRANCEANU,71,10,..
CHIBANE,71,9,..
ENGLAND,71,9,..
ROUSE,71,9,..
CICEU,71,8,..
FETTI,71,8,..
IFTIMIE,71,8,..
NAHI,71,8,..
PROFIR,71,8,..
BADALYAN,71,7,..
BLAND,71,7,..
BALTAG,71,6,..
CERBU,71,6,..
HAMBARDZUMYAN,71,6,..
PARFENE,71,6,..
GURGU,71,5,..
PERVEZ,71,5,..
BIRTA,71,..,..
BOZDOG,71,..,..
BUZOIANU,71,..,..
CALINI,71,..,..
CIOLPAN,71,..,..
COPIL,71,..,..
DANILIUC,71,..,..
IKKENE,71,..,..
JOHANNESSEN,71,..,..
KASSOUH,71,..,..
LATHAM,71,..,..
MANGU,71,..,..
MD,71,..,..
MESESAN,71,..,..
SPOIALA,71,..,..
SUSANU,71,..,..
VILCEANU,71,..,..
XIN,71,..,..
EYANG,70,161,..
ORAYEN,70,143,..
PEAGUDA,70,127,..
CABREDO,70,109,..
CUENLLAS,70,104,..
HAMU,70,101,..
ONTAVILLA,70,100,..
SANJUANES,70,100,..
CHAPIN,70,98,..
CHOCAN,70,96,..
RAFOSO,70,95,..
JAUT,70,93,..
AMOSTEGUI,70,92,..
GUELFO,70,91,..
VILABELLA,70,91,..
CESAREO,70,89,..
GARCIA TUÑON,70,89,..
UÑO,70,89,..
BALTODANO,70,86,5
ABILLA,70,86,..
TIEB,70,86,..
BUERBA,70,85,..
PADRENY,70,85,..
MASBERNAT,70,84,..
REMOHI,70,84,..
RUGARCIA,70,84,..
BEATOVE,70,83,..
CRESPAN,70,83,..
PAUSAS,70,83,..
SERRACANTA,70,83,..
FAUCHS,70,82,..
RABANETE,70,82,..
BORROTO,70,81,..
ERRAEZ,70,81,..
ZUMAJO,70,81,..
RISTORI,70,80,..
UBE,70,80,..
TORBISCO,70,79,..
ARMELL,70,78,..
GARCIA DE LA SANTA,70,78,..
LECERTUA,70,78,..
LEMAUR,70,78,..
RAZO,70,78,..
INDACOCHEA,70,77,..
MOMBIEDRO,70,77,..
SAGASTIBELTZA,70,77,..
VIELMA,70,77,..
DE LA VIRGEN,70,75,..
GAYANGOS,70,75,..
COLACIO,70,74,..
PERUYERA,70,74,..
SISTACH,70,74,..
MURIENTE,70,73,..
ALENTA,70,72,..
GUILLAMO,70,72,..
MARTIN CASTAÑO,70,72,..
RIBAL,70,72,..
TROCA,70,72,..
UGALDEA,70,72,..
AQUESOLO,70,71,..
DE CASTILLA,70,70,..
LUCAS VAQUERO,70,70,..
MOLONS,70,70,..
MANDIANES,70,69,..
PEREZ CRESPO,70,69,..
EIDON,70,68,..
EYO,70,68,..
RUIZ DE LARREA,70,68,..
TEVES,70,68,..
ZALAKAIN,70,68,..
ELZO,70,67,..
RACHEV,70,67,..
ZALDUEGUI,70,67,..
OCERINJAUREGUI,70,66,6
DIAZ PERONA,70,66,..
PICASSO,70,66,..
AMBROSI,70,65,..
CAPARROSO,70,65,..
IBARBUEN,70,65,..
PEIRAT,70,65,..
POS,70,65,..
DE LERMA,70,64,..
PANAREDA,70,64,..
ALDIR,70,63,..
TOLOZA,70,63,..
NAVARRO SOTO,70,62,..
ROANES,70,62,..
SOISA,70,62,..
VILLUELA,70,62,..
SAMBONI,70,61,5
GARIBALDI,70,61,..
MAYLIN,70,61,..
TRESANCHEZ,70,61,..
AINSUA,70,60,..
GUIOTE,70,60,..
MILAGROS,70,60,..
SOMOZAS,70,60,..
VIERNES,70,60,..
ATONDO,70,59,..
CASSO,70,59,..
CUMINAL,70,59,..
DE MUR,70,59,..
MONTSECH,70,59,..
NOVERQUES,70,59,..
FIERRES,70,58,..
GARCIA LAGO,70,58,..
AULINA,70,57,..
GILIBETS,70,57,..
GRANADILLA,70,57,..
LLAMBI,70,57,..
PININ,70,57,..
FERNANDEZ SEVILLA,70,56,..
JUMELA,70,56,..
LARRODA,70,56,..
MARTIN DE SAN PABLO,70,56,..
ORZAIZ,70,56,..
CITOULA,70,55,..
MAUS,70,55,..
CESARES,70,54,..
LARRAGAY,70,54,..
SENDAGORTA,70,54,..
ARAY,70,53,..
DE LA PURIFICACION,70,53,..
FERNANDEZ DE CAÑETE,70,53,..
